,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
2017-03-19,BTC,ETH,DASH,XMR,XRP,LTC,ETC,XEM,REP,MAID,ZEC,STEEM,USDT,FCT,DGD,GNT,WAVES,DCR,ICN,DOGE,MLN,LSK,ARDR,PIVX,GAME,XLM,PPC,SDC,BTS,EMC,SNGLS,STRAT,BCC,SC,NMC,GBYTE,1ST,NXS,NXT,KMD,XZC,NEO,SJCX,BCY,BCN,XCP,XAUR,IOC,SYS,NLG,ROUND,BTCD,RBY,NVC,AMP,YBC,TIME,AGRS,EDC,NXC,SLR,BLK,POT,NAV,BBR,CRB,OMNI,AEON,EXP,GOLOS,CLOAK,VASH,DGB,GRC,BAY,UNITY,VRS,CLAM,SIB,ZCL,ION,BURST,MONA,LMC,RADS,UBQ,PASC,VSL,VTC,BELA,LKK,DBIC,NAUT,LBC,AUR,XSD,FTC,CURE,PEPECASH,VIA,SBD,FAIR,YOC,GCR,EAC,XPM,ADZ,INCNT,BLOCK,VRC,BLOCKPAY,CRW,RDD,SHIFT,VTR,BTM,FLO,DONU,JINN,SFT,XDN,XVC,QORA,VISIO,SPR,OBITS,NOTE,JUP,MUE,OK,DMD,ENRG,BSD,TIPS,SEQ,GLC,WBB,HKG,XHI,FLDC,WDC,PDC,BRX,HUC,MEC,SWT,UNO,COVAL,SLS,NSR,TRUMP,ARC,BOST,BRK,CNT,BASH,XMY,XSPEC,RISE,RIC,ICOO,ZCC,IFC,EMC2,XBC,QRK,GRS,PINK,AC,XVG,ZET,PUT,APC,HMP,VLT,HZ,CSC,DGC,RVR,BILS,EFL,NOBL,CANN,FC2,XMG,MAZA,BITCNY,POST,SNRG,START,ORB,TAG,EGC,SRC,XST,BITS,USNBT,ABY,QTL,PRC
2017-03-26,BTC,ETH,DASH,XRP,XMR,ETC,LTC,XEM,REP,MAID,DCR,ZEC,USDT,GNT,STEEM,ICN,WAVES,PIVX,FCT,DOGE,DGD,LSK,ARDR,SNGLS,GAME,STRAT,BCC,NXS,MLN,1ST,SC,XLM,BTS,PPC,EMC,NXT,KMD,SDC,SJCX,XCP,SYS,BCN,XZC,NEO,XAUR,NLG,NMC,GBYTE,ARK,BCY,IOC,BTCD,NAV,TIME,ROUND,AMP,RBY,AGRS,RADS,YBC,CRB,ION,SLR,BLK,NVC,POT,CRW,BAY,NXC,EDC,UBQ,EXP,BURST,DGB,VASH,VTC,PEPECASH,UNITY,LBC,BBR,VIA,AEON,GRC,SHIFT,LMC,CLOAK,FAIR,BELA,VRS,SIB,MONA,NAUT,OMNI,VSL,CLAM,PASC,MUE,GOLOS,CURE,FTC,BLOCK,GCR,ZCL,LKK,JINN,MSCN,XPM,ENRG,BSD,VRC,GLC,AUR,ARC,DONU,EAC,SWT,XVC,GCC,SBD,UNO,ADZ,YOC,XDN,BLOCKPAY,WCT,INCNT,BTM,FLO,RDD,TRIG,JUP,SFT,EL,QORA,OBITS,VTR,CASINO,NOTE,OK,XHI,HKG,SPR,SEQ,BRK,WBB,FLDC,DMD,WDC,RISE,MEC,GAM,XSPEC,VLT,JNS,QWARK,EMC2,GRS,NSR,RIC,TRUMP,VISIO,TX,UNIBURST,HUC,QRK,IFC,COVAL,ZCC,XVG,JWL,XBC,XMY,CNT,TKS,CSC,PRC,APC,RVR,PINK,ZET,BLITZ,J,UNC,CANN,ERC,BITS,UNITS,XMG,EFL,ADC,HZ,MINT,START,DGC,EGC,2GIVE,BITCNY,NOBL,EXCL,FC2
2017-04-02,BTC,ETH,XRP,DASH,LTC,XMR,ETC,XEM,REP,MAID,GNT,ZEC,USDT,DOGE,DCR,ICN,PIVX,DGD,STEEM,FCT,WAVES,ROUND,XLM,1ST,BCN,LSK,BTS,STRAT,SNGLS,ARDR,BCC,MLN,PPC,GAME,XZC,IOC,YBC,TIME,AMP,AGRS,UBQ,BLK,RBY,NAV,ARK,POT,SLR,CRW,ION,RADS,NVC,GRC,NXC,PEPECASH,UNITY,BAY,EXP,LBC,XBC,VASH,DGB,OMNI,CLAM,LMC,BBR,AEON,BELA,EDC,MUE,NAUT,VSL,BURST,MONA,BSD,CURE,VTC,BLOCKPAY,ZCL,ARC,PASC,VIA,HEAT,XPM,FAIR,FTC,GLC,INCNT,SHIFT,VRS,SWT,SIB,GCR,CLOAK,YOC,DONU,VTR,WCT,GOLOS,VRC,RDD,LKK,BLOCK,EAC,AUR,XDN,UNO,ENRG,GCC,XVC,NOTE,WBB,FLO,QORA,SBD,BTM,SPR,MSCN,HKG,DBIC,OBITS,FLDC,ADZ,SFT,DMD,GRS,POSW,PDC,CNT,EMC2,TRIG,QRK,NSR,JUP,SPHR,TX,NANO,XSD,OK,MEC,WDC,SEQ,CASINO,PINK,RISE,RIC,RVR,BOST,HUC,XVG,ZCC,XMY,MINT,ICOO,MUSIC,NOBL,XCN,XHI,QWARK,COVAL,VISIO,BITS,VLT,IFC,HZ,XSPEC,FCN,TRUMP,EL,CANN,DGC,START,ZET,UNIBURST,RBIES,EFL,XMG,BTA,ZEIT,PRC,PSB,DYN,EGC,NXS,SC,EMC,NXT,KMD,SDC,SJCX,XCP,SYS,NEO,XAUR,NLG,NMC,GBYTE,BCY,BTCD,CRB,JINN
2017-04-09,BTC,ETH,XRP,DASH,LTC,XMR,ETC,XEM,REP,MAID,ZEC,GNT,DCR,USDT,PIVX,STRAT,DOGE,WAVES,ICN,FCT,STEEM,BCC,DGD,SNGLS,ROUND,GAME,LSK,1ST,XLM,BCN,BTS,MLN,ARDR,PPC,KMD,XZC,EMC,SC,CRB,NXT,NXS,SJCX,NMC,BCY,GBYTE,NLG,BTCD,SDC,NEO,XCP,XAUR,SYS,RBY,POT,IOC,ARK,AMP,NXC,AGRS,YBC,TIME,UBQ,EDG,BAY,NAV,BLK,DGB,BELA,ION,GRC,ARC,NVC,VTC,SLR,YOG,VSL,CRW,XBC,SIB,RADS,CLAM,VASH,UNITY,AEON,MUE,LBC,VIA,PEPECASH,MONA,EXP,LMC,OMNI,ZCL,BBR,BURST,XPM,GOLOS,NAUT,YOC,PASC,RDD,HEAT,CURE,VRS,INCNT,SHIFT,SWT,GLC,DONU,VRC,GCR,CLOAK,FTC,FLO,GCC,ENRG,SLS,LKK,AUR,BSD,SFT,VTR,BLOCK,NOTE,XVC,QORA,CNT,EDC,EAC,BTM,WCT,UNO,EMC2,CCRB,SPR,SBD,JUP,ADZ,RIC,TRIG,OBITS,DMD,FLDC,GRS,CAGE,WBB,MSCN,OK,GAM,NSR,SPHR,SEQ,ADCN,MEC,RVR,POSW,HUC,RISE,WDC,CASINO,XVG,BOST,BRK,BRX,XMY,ZCC,COVAL,XHI,NOBL,IFC,DYN,BLITZ,NANO,QWARK,FC2,TKS,TRUMP,XSPEC,TX,HZ,BTA,XMG,DGC,BITS,EXCL,EL,CANN,MUSIC,XCN,ZET,START,AC,C2,BITCNY,PSB,EFL,CSC,LOG,MER,ICOO
2017-04-16,BTC,ETH,XRP,DASH,LTC,XMR,ETC,XEM,REP,PIVX,MAID,ZEC,STRAT,GNT,BCC,DCR,FCT,STEEM,USDT,DOGE,WAVES,ICN,BCN,DGD,GAME,XLM,LSK,SNGLS,ROUND,BTS,1ST,ARK,ARDR,SC,PPC,MLN,EMC,NXT,KMD,NXS,SJCX,CRB,GBYTE,SYS,BCY,XZC,POT,NLG,NMC,XCP,XAUR,BTCD,IOC,NEO,UBQ,AMP,RBY,EDG,SDC,NXC,BLK,DGB,MONA,AGRS,NAV,TIME,EXP,LKK,RADS,YBC,GRC,CRW,ZCL,BAY,ION,LBC,UNITY,EDC,NVC,VSL,ARC,BBR,BURST,SLR,VIA,CLAM,OMNI,BELA,XBC,HEAT,NAUT,CURE,MUE,VTC,SIB,BLOCK,GOLOS,PEPECASH,LMC,AEON,XPM,GLC,INCNT,DONU,PASC,VRC,EMC2,SWT,SPR,WCT,POSW,SHIFT,QORA,BSD,FLO,GCR,RDD,SLS,BTM,JINN,FTC,YOC,NOTE,JUP,XMY,GRS,XVC,XVG,VRS,SFT,FLDC,CLOAK,J,AUR,XAS,EAC,NSR,ENRG,PINK,UNO,VTR,CNT,NOBL,DMD,WBB,GAM,XDN,SBD,BLOCKPAY,TRIG,OBITS,RIC,CASINO,SPHR,HUC,PDC,OK,HKG,TX,MINT,XHI,TIPS,BOST,MUSIC,QRK,RVR,BRX,ADZ,ADCN,JNS,MEC,WDC,RC,XMG,DYN,VLT,BITS,HZ,XSPEC,BRK,BTA,MSCN,PUT,NANO,ZCC,C2,EXCL,TRUMP,BLITZ,IFC,FCN,UNIBURST,AC,RISE,BITCNY,ADC,TKS,QWARK,VISIO,CANN
2017-04-23,BTC,ETH,XRP,LTC,DASH,ETC,XEM,XMR,REP,MAID,GNT,DCR,ZEC,BCC,PIVX,FCT,STRAT,DOGE,WAVES,STEEM,USDT,GAME,DGD,LSK,ICN,SNGLS,BTS,XLM,BCN,ARDR,ROUND,GBYTE,1ST,PPC,RLC,NXT,SJCX,LKK,EMC,SC,MLN,ARK,KMD,SYS,NXS,XZC,NLG,XAUR,CRB,NMC,BCY,BAY,CRW,BTCD,XCP,NEO,DGB,BLK,AGRS,POSW,UBQ,POT,AMP,TIME,NAV,EDG,NXC,VSL,IOC,TRST,BLOCK,ION,YBC,MONA,SWT,EXP,RBY,B@,SKY,ZCL,RADS,GRC,INCNT,MUE,SDC,VIA,NVC,XBC,LBC,BELA,SLR,VASH,SIB,OMNI,EDC,JUP,BURST,CLAM,XPM,ARC,VTC,PEPECASH,LMC,UNITY,DONU,HEAT,NAUT,GLC,VRS,GOLOS,AEON,PASC,CLOAK,FAIR,FTC,GCR,SLS,JINN,ENRG,SPR,VRC,BSD,WCT,SHIFT,EMC2,RDD,FLO,PINK,CCRB,UNO,GAM,EAC,GRS,XAS,OK,BTM,CURE,AUR,SFT,XVC,NOTE,CNT,BBR,XVG,YOC,DMD,FLDC,SBD,XDN,ADCN,MER,ATMOS,INSANE,EMV,PDC,RIC,WBB,TX,WDC,MEC,SPHR,OBITS,BOST,VTR,TRIG,BTA,DBIC,VLT,DYN,XSPEC,JNS,HKG,PURA,HUC,QRK,ADC,XHI,MUSIC,SEQ,ZCC,RISE,HPAY,FCN,EXCL,AC,NANO,IFC,ADZ,BITCNY,LOG,DGC,ERC,BITB,QWARK,TRUMP,PUT,BITS,XMY,XCN,SNRG
2017-04-30,BTC,ETH,XRP,LTC,DASH,ETC,XEM,XMR,REP,GNT,MAID,ZEC,PIVX,DOGE,DCR,STRAT,FCT,SNGLS,STEEM,LSK,WAVES,USDT,DGD,GAME,BCC,ARDR,RLC,ROUND,ICN,XLM,BTS,BCN,GBYTE,1ST,NXT,SC,SYS,PPC,EMC,MLN,SJCX,KMD,TRST,ARK,LKK,NEO,NMC,YBC,NXS,XAUR,NAV,XZC,AGRS,CRB,CRW,BCY,NLG,XCP,BLK,BTCD,GUP,BAY,POT,AMP,RBY,UBQ,WINGS,DGB,EDG,NXC,TIME,BLOCK,SWT,EXP,IOC,NVC,VSL,ZCL,MONA,MUE,ION,B@,XPM,LBC,GRC,SKY,POSW,XBC,RADS,VASH,BURST,CLAM,EDC,BELA,VTC,VIA,NAUT,SLR,GCR,ARC,SDC,SIB,INCNT,OMNI,MEC,MGC,UNITY,LMC,JUP,PASC,GOLOS,FTC,SHIFT,DONU,PEPECASH,AEON,VRS,FAIR,PINK,HEAT,VRC,WCT,RDD,DBIX,BSD,EAC,DGC,ENRG,CLOAK,SPR,FLO,EMC2,GLC,XAS,UNO,GAM,SLS,GRS,BOST,WBB,AUR,ZCC,WDC,RIC,JNS,NOTE,CCRB,TIPS,ZENI,BTM,XVC,QRK,SFT,BLOCKPAY,DMD,CURE,YOC,XBY,FLDC,SBD,OK,BTA,BBR,EMV,CNT,ATMOS,TX,XDN,INSANE,TAG,SRC,OBITS,PDC,CHC,IFC,XVG,VTR,NANO,VISIO,BPC,RISE,TRIG,EGC,VLT,PURA,XSD,SEQ,ADC,HUC,HKG,XCN,RNS,MER,DYN,ADCN,ZEIT,BITCNY,BRX,MUSIC,JINN
2017-05-07,BTC,ETH,XRP,LTC,XEM,DASH,ETC,XMR,XLM,GNT,REP,MAID,DOGE,ZEC,STEEM,GNO,STRAT,BCN,BTS,FCT,DCR,WAVES,PIVX,DGD,SNGLS,LSK,GAME,ARDR,SC,USDT,PPC,BCC,RLC,ROUND,ICN,NXT,GBYTE,NMC,1ST,SYS,KMD,SJCX,EMC,NEO,MLN,NXS,ARK,WINGS,LKK,BTCD,XAUR,TRST,YBC,XCP,SKY,NAV,BCY,BLK,DGB,XZC,NLG,GUP,SWT,AGRS,POT,TIME,AMP,UBQ,ZCL,VTC,CRB,CLAM,BAY,B@,NVC,EDG,EAC,CRW,RBY,IOC,NXC,VSL,EXP,GCR,ION,GRC,VASH,LBC,LUN,MUE,XAS,RADS,BLOCK,BURST,XPM,MONA,WCT,OMNI,HEAT,UNITY,XBC,VIA,FTC,BELA,PASC,SLR,JUP,SHIFT,SIB,AEON,GAM,NAUT,VRC,DONU,PEPECASH,INCNT,LMC,PINK,ENRG,EDC,POSW,GOLOS,SDC,UNO,FAIR,MGC,MEC,FLO,EMC2,CLOAK,AUR,WDC,XVC,SPR,MOON,JNS,NOTE,IFC,SFT,DGC,DBIX,ZENI,FLDC,TIPS,SLS,XBY,YOC,BSD,RIC,GLC,BTM,RDD,ZCC,OBITS,CURE,WBB,DWC,GRS,QRK,ATMOS,CCRB,BOST,TX,DMD,SBD,XDN,ARC,BITCNY,VRS,BLOCKPAY,OK,INSANE,SRC,BBR,TAG,VTR,SPHR,CHC,HUC,ESP,VISIO,XVG,SEQ,RISE,DYN,NANO,XCN,BITUSD,XSPEC,CV2,ZET,BTA,MER,PURA,ADZ,ADC,AC,CNT,BRX,HKG
2017-05-14,BTC,XRP,ETH,LTC,XEM,DASH,ETC,XMR,XLM,REP,STEEM,GNT,MAID,ROUND,DOGE,WAVES,ZEC,STRAT,GNO,SNGLS,BTS,ARDR,DGD,BCN,GAME,DCR,FCT,SC,NXT,PIVX,LSK,ICN,USDT,BCC,GBYTE,PPC,EMC,RLC,1ST,SYS,KMD,BCAP,NMC,SJCX,LKK,NEO,NXS,MLN,XCP,ARK,XAUR,WINGS,NLG,TKN,MOON,BTCD,BURST,AMP,NAV,POT,DGB,EXP,TIME,BAY,TRST,BLK,B@,YBC,UBQ,GRC,XZC,IOC,EDG,ZCL,SWT,AGRS,CLAM,EAC,CRW,GUP,LBC,BCY,CRB,NXC,RBY,RADS,GCR,VSL,VTC,NVC,VASH,MONA,TAAS,FLO,SKY,WCT,BLOCK,OMNI,VIA,BELA,XPM,XBC,PEPECASH,HEAT,PASC,SLR,LUN,DONU,ION,EDC,VRC,MUE,XAS,SPHR,TIPS,NOTE,JUP,XBY,FTC,GAM,SIB,JNS,SHIFT,AEON,FLDC,PINK,POSW,ENRG,NAUT,XVC,LMC,XSD,MEC,GOLOS,AUR,SLS,INCNT,EMC2,FAIR,SPR,UNO,PLU,DBIX,MGC,IFC,SDC,BASH,QRK,OBITS,RIC,WDC,CLOAK,SFT,BTM,ATMOS,XCN,XVG,RDD,CURE,TX,ZENI,PURA,AC,SBD,DGC,ZCC,DWC,XDN,EMV,DMD,BOST,BSD,BITCNY,OK,RISE,WBB,GLC,ARC,GRS,VRS,HUC,CCRB,BLOCKPAY,ADZ,BBR,VTR,SEQ,DYN,INPAY,YOC,COVAL,CNT,CHC,TAG,ESP,BRX,ZEIT,BTA,SRC,INSANE
2017-05-21,BTC,ETH,XRP,XEM,LTC,ETC,DASH,BCN,XLM,XMR,DOGE,STEEM,SC,GNT,BTS,GNO,STRAT,REP,GAME,WAVES,MAID,ZEC,DGD,DGB,ARDR,ROUND,SNGLS,DCR,FCT,ICN,LSK,NXT,BCC,USDT,1ST,KMD,SYS,PIVX,GBYTE,PPC,ANT,EMC,MLN,NEO,RLC,XCP,NMC,BTCD,SJCX,LKK,RDD,AMP,EAC,ARK,NLG,BAY,NAV,YBC,XAUR,POT,BURST,NXS,WINGS,BLK,EDG,TKN,GUP,EXP,BCAP,IFC,LBC,TRST,CLAM,GRC,MONA,DICE,BLOCK,VTC,TIME,HMQ,XZC,XVG,RADS,OMNI,NXC,AGRS,IOC,CRB,PEPECASH,SWT,OBITS,UBQ,B@,UNITY,VSL,BCY,VASH,VIA,FLO,XDN,HEAT,TAAS,XPM,CRW,MGC,TIPS,GOLOS,XBC,RBY,NOTE,DONU,NVC,SKY,EDC,EMC2,MUE,WCT,PASC,VRC,GCR,BELA,PINK,XAS,SLR,SLS,FLDC,LUN,AUR,FTC,SHIFT,XSD,SFT,ENRG,GAM,INCNT,XBY,ION,AEON,ZCL,JNS,JINN,CLOAK,QRK,XVC,PURA,PLU,MEC,UNO,SIB,ICOO,LMC,BITB,BITCNY,WBB,JUP,RIC,MOON,NAUT,WDC,BSD,FAIR,BTM,DGC,SPR,SPHR,CURE,EMV,POSW,XCN,ADZ,ZENI,DMD,ZCC,COVAL,DBIX,SBD,BASH,XMY,CADASTRAL,OK,ABY,TX,HUC,GRS,GLC,BOST,DWC,VRS,ZET,ATMOS,PDC,MUSIC,BLOCKPAY,BTA,TIX,XSPEC,MINT,CCRB,RISE,INPAY
2017-05-28,BTC,ETH,XRP,XEM,ETC,LTC,DASH,XMR,BCN,GNT,XLM,STRAT,DOGE,ZEC,WAVES,GNO,STEEM,REP,SC,MAID,BTS,DGD,GAME,LSK,FCT,DGB,USDT,BCC,ROUND,DCR,ICN,ARDR,SNGLS,PIVX,ANT,GBYTE,1ST,SYS,NXT,KMD,NEO,RLC,PPC,LKK,RDD,MLN,EMC,BTCD,SJCX,UBQ,XAUR,WINGS,XCP,TKN,ARK,NLG,NMC,NXS,TRST,BCAP,EAC,EDG,YBC,AMP,HMQ,POT,IFC,SWT,GUP,BAY,NAV,BURST,AGRS,UNY,EXP,PEPECASH,DICE,BLK,TIME,OMNI,RADS,VSL,SKY,PLU,WCT,HEAT,BCY,ENRG,VRC,CRW,VIA,CRB,RBY,OBITS,FLO,NOTE,GOLOS,PASC,SLR,UNITY,SHIFT,DONU,BELA,AEON,XPM,LUN,GCR,VASH,XBC,NVC,EDC,XAS,EMC2,ION,SFT,MUE,FTC,XBY,AUR,CLOAK,INCNT,BTM,PINK,WDC,ZCL,SLS,APX,XVC,GAM,SIB,JNS,FLDC,JUP,XSD,WBB,FAIR,UNO,LMC,BITCNY,ABY,BSD,NAUT,SPR,QRK,RIC,ICOO,BITB,ZENI,DMD,XC,AC,XMY,MUSIC,CURE,COVAL,VRS,MEC,XSPEC,ESP,SPHR,MINT,ZET,ZEIT,TIX,DGC,DBIX,PDC,TX,ZCC,SBD,DWC,ADZ,GLC,BOST,OK,FUNC,PURA,RISE,BITUSD,MAX,GRS,XCN,LBC,CLAM,GRC,MONA,BLOCK,VTC,XZC,XVG,NXC,IOC,B@,XDN,TAAS,MGC,TIPS,JINN,MOON,EMV
2017-06-04,BTC,ETH,XRP,XEM,ETC,LTC,DASH,STRAT,XMR,WAVES,BCN,DGB,GNT,XLM,SC,DOGE,ZEC,REP,STEEM,GAME,GNO,BAT,BTS,MAID,BCC,DCR,DGD,FCT,LSK,GBYTE,ARDR,ROUND,ICN,SNGLS,USDT,KMD,SYS,PIVX,RLC,RDD,1ST,ANT,NXT,UBQ,NEO,XVG,WINGS,PPC,BTCD,ARK,SJCX,XDN,LKK,EMC,UNITY,MLN,XCP,NLG,AMP,NMC,OMNI,XAUR,BURST,MCAP,TRST,TKN,NXS,SWT,EXP,NAV,TAAS,GUP,EDG,EAC,BAY,EDC,YBC,LBC,XBY,BLOCK,MOON,HMQ,IOC,VTC,BCAP,NXC,B@,BLK,POT,BASH,OBITS,TIME,SHIFT,GOLOS,GRC,UNY,XZC,IFC,CLOAK,RADS,AGRS,CRW,WCT,MONA,PEPECASH,BLITZ,BCY,CLAM,VIA,MGC,PLU,FLO,NOTE,VRC,ENRG,CADASTRAL,VSL,FLDC,DEX,SLR,ECN,SKY,XPM,PASC,CRB,HEAT,EMC2,RBY,SFT,TIPS,DICE,DONU,XBC,LUN,MUE,SLS,NVC,BELA,RLT,VASH,FTC,PINK,XAS,ION,JUP,INCNT,GCR,XVC,BITB,WDC,GAM,AEON,ICOO,APX,EMV,XSD,SIB,ZCL,SPR,RISE,AUR,COVAL,QRK,BTA,FAIR,BTM,BITCNY,OK,SPHR,NAUT,HUC,XMY,LMC,ABY,MUSIC,GRS,UNO,RIC,POSW,JNS,XC,BSD,DMD,CURE,PURA,ZENI,JINN,QWARK,MNE,DBIX,MINT,MEC,ETBS,WBB,AC,ATMOS,ZET,NANO,BRX,CREA
2017-06-11,BTC,ETH,XRP,ETC,XEM,LTC,DASH,BTS,XMR,STRAT,WAVES,BCN,STEEM,ZEC,GNT,XLM,LSK,SC,DOGE,REP,BCC,GNO,DGB,GAME,MAID,FCT,DCR,DGD,BAT,ARDR,GBYTE,ICN,KMD,SNGLS,NXT,ANT,USDT,ROUND,UBQ,SYS,1ST,BTCD,PIVX,ARK,NEO,RDD,WINGS,SJCX,RLC,LKK,MLN,PPC,EMC,XVG,NXS,AMP,XCP,SWT,GRC,XDN,MOON,UNITY,LBC,NLG,OMNI,QRL,TRST,BLK,NMC,GUP,XAUR,MCAP,BAY,HMQ,EDC,OBITS,VTC,XZC,EXP,BURST,BCAP,YBC,BLOCK,NAV,NOTE,EAC,NXC,POT,EDG,IOC,TAAS,TKN,SHIFT,GOLOS,RADS,WCT,CLOAK,UNY,MONA,FTC,VIA,IFC,ARC,XAS,TIME,EMC2,B@,XBY,BCY,CLAM,ZEN,PEPECASH,PLU,CRW,FLO,WDC,DONU,TIPS,AGRS,BASH,VSL,HEAT,ENRG,MGC,PASC,VRC,AEON,VASH,OK,JINN,XPM,RBY,SKY,BPC,LUN,MUE,FLDC,SLR,BELA,ION,ECN,INCNT,SLS,XBC,BITB,SFT,CRB,MINT,GAM,BLITZ,NVC,XVC,PINK,SIB,JUP,JNS,AUR,BSD,RISE,UNO,RIC,GCR,MUSIC,CADASTRAL,ESP,ZEIT,ICOO,ABY,APX,RLT,HTML5,QRK,BITCNY,SPR,NAUT,ZET,BTM,ZCL,GRS,FAIR,DMD,SEQ,1337,COVAL,XMY,MAX,BOST,LMC,ATMOS,XC,EMV,BTA,CURE,MNE,ZENI,SPHR,BITUSD,DBIX,XSPEC,HUC
2017-06-18,BTC,ETH,XRP,LTC,ETC,XEM,DASH,MIOTA,BTS,STRAT,XMR,ZEC,WAVES,BCN,GNT,STEEM,SC,XLM,DOGE,BCC,LSK,REP,FCT,GNO,NEO,DGB,GAME,MAID,KMD,DCR,ARDR,ICN,BAT,GBYTE,DGD,NXT,VERI,USDT,SNGLS,BTCD,MGO,ANT,SYS,PIVX,1ST,ROUND,UBQ,ARK,EMC,LKK,RDD,XCP,SJCX,QRL,PPC,RLC,PPY,WINGS,MLN,LEO,NXS,LBC,XVG,MCAP,MYST,NLG,XZC,OBITS,AMP,XAUR,BLK,DICE,VSL,NMC,BAY,GRC,XAS,OMNI,HMQ,YBC,NAV,TRST,VTC,EDC,BURST,POT,IOC,EXP,XDN,EDG,GUP,TAAS,QAU,TKN,DTB,EAC,SKY,MOON,VIA,SWT,RVR,BLOCK,RADS,BCAP,NXC,XBY,MONA,NOTE,CLOAK,PTOY,UNY,SHIFT,VRC,IFC,CLAM,DONU,PEPECASH,GOLOS,TIME,FTC,EMC2,RBY,FLO,CRB,BCY,ECC,JINN,NANO,CRW,WCT,WDC,MGC,QRK,BASH,VASH,ECN,ENRG,XPM,PLU,XSD,TIPS,BITCNY,BELA,HEAT,PASC,AEON,ZEN,AGRS,MUE,BPC,FLDC,XCN,SLS,SLR,OK,XBC,B@,ESP,BITB,LUN,SIB,NVC,XSPEC,RISE,BLITZ,XVC,GAM,SFT,UNO,ION,PINK,RLT,GCR,JUP,INCNT,ABY,LMC,ICOO,AUR,MAX,DBIX,CADASTRAL,BITUSD,ZEIT,RIC,MUSIC,DMD,MNE,FAIR,MINT,BOST,PUT,NAUT,SPRTS,MED,BTM,SPR,ZCL,APX,ZET
2017-06-25,BTC,ETH,XRP,LTC,ETC,XEM,MIOTA,DASH,BTS,STRAT,XMR,ZEC,GNT,WAVES,BCN,STEEM,SC,ICN,BCC,LSK,DOGE,XLM,REP,NEO,GAME,ARDR,FCT,GNO,MAID,DCR,GBYTE,KMD,DGB,NXT,DGD,VERI,BAT,1ST,USDT,MGO,SNGLS,BTCD,SYS,NMR,PIVX,ANT,MCAP,UBQ,EMC,PPC,ARK,LKK,ROUND,RDD,RLC,SJCX,XAS,QRL,MLN,PPY,WINGS,NXS,NMC,AMP,XVG,EDG,LEO,LBC,OMNI,BAY,XCP,BLK,CLOAK,XEL,EAC,NLG,MYST,XZC,VIA,VTC,MONA,XAUR,CFI,BURST,GRC,OBITS,TRST,YBC,VSL,BLOCK,POT,NAV,DICE,GUP,HMQ,EXP,SHIFT,BASH,EDC,WDC,TKN,RADS,XDN,IOC,QAU,SKY,TAAS,NXC,NOTE,CRW,MOON,NVC,DTB,MGC,XBC,RVR,DONU,BCAP,ENRG,QRK,IFC,SWT,SLS,ESP,FTC,UNY,TIME,XPM,EMC2,ECN,PTOY,VASH,VRC,LMC,MUE,HEAT,BCY,GOLOS,PEPECASH,CLAM,BITCNY,FLO,AGRS,FLDC,JINN,XCN,WCT,ECC,XBY,XSD,PASC,RBY,MEC,BELA,ZEN,ION,GAM,SFT,PLU,MAX,AEON,DBIX,FAIR,ZET,ABY,CRB,SLR,ZCC,COVAL,SIB,NANO,LUN,XVC,OK,XSPEC,SPR,BITB,PINK,B@,DGC,MUSIC,RIC,DMD,BITUSD,UNO,NAUT,RLT,CADASTRAL,EMV,GRS,BLITZ,JUP,BOST,ATMOS,RISE,BPC,GCR,INCNT,SEQ,SPRTS
